Id,Street,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,OpenPorchSF,SaleCondition,SalePrice
232,Pave,Gtl,NoRidge,2Story,8,5,1995,Ex,1490,1304,2794,9,1,3,810,Y,146,Normal,403000
233,Pave,Gtl,BrDale,2Story,6,5,1972,TA,483,504,987,5,1,1,288,Y,0,Normal,94500
234,Pave,Gtl,CollgCr,1Story,5,6,1976,TA,894,0,894,5,0,1,308,Y,0,Normal,128200
235,Pave,Gtl,Gilbert,2Story,6,5,2002,Ex,860,1100,1960,8,2,2,440,Y,48,Normal,216500
236,Pave,Gtl,BrDale,2Story,6,3,1971,TA,483,504,987,5,0,1,264,Y,0,Normal,89500
237,Pave,Gtl,CollgCr,1Story,7,5,2004,Ex,1414,0,1414,6,0,2,494,Y,105,Normal,185500
238,Pave,Gtl,SawyerW,2Story,7,7,1993,Ex,1014,730,1744,7,0,2,457,Y,70,Normal,194500
239,Pave,Gtl,NridgHt,1Story,8,5,2007,Ex,1694,0,1694,7,0,3,818,Y,228,Partial,318000
240,Pave,Gtl,Edwards,1.5Fin,6,4,1945,TA,798,689,1487,7,1,1,220,Y,140,Normal,113000
241,Pave,Gtl,Somerst,1Story,8,5,2008,Ex,1566,0,1566,7,0,2,750,Y,168,Normal,262500
242,Pave,Gtl,OldTown,1Story,5,9,1945,Gd,866,0,866,4,0,0,0,Y,42,Normal,110500
243,Pave,Gtl,OldTown,1.5Fin,5,4,1900,Gd,889,551,1440,6,0,1,352,Y,0,Normal,79000
244,Pave,Gtl,SawyerW,2Story,6,6,1980,TA,626,591,1217,6,1,1,288,Y,28,Normal,120000
245,Pave,Gtl,SawyerW,2Story,7,5,1994,Ex,1222,888,2110,8,2,2,463,Y,130,Normal,205000
246,Pave,Gtl,NWAmes,1Story,7,5,1988,Gd,1872,0,1872,6,1,2,604,Y,39,Normal,241500
247,Pave,Gtl,OldTown,2Story,6,8,1910,Gd,908,1020,1928,9,0,1,440,Y,60,Normal,137000
248,Pave,Gtl,NAmes,1Story,6,5,1954,Ex,1375,0,1375,5,1,2,451,Y,30,Normal,140000
249,Pave,Gtl,CollgCr,2Story,7,5,2003,Ex,840,828,1668,8,0,2,500,Y,68,Normal,180000
250,Pave,Sev,ClearCr,1.5Fin,6,7,1958,Gd,1444,700,2144,7,2,2,389,Y,98,Normal,277000
251,Pave,Gtl,BrkSide,1Story,3,2,1940,Ex,1306,0,1306,6,0,0,0,Y,0,Normal,76500
252,Pave,Mod,Crawfor,1Story,8,5,2006,Ex,1625,0,1625,5,1,2,538,Y,0,Family,235000
253,Pave,Gtl,SawyerW,2Story,6,5,2004,Ex,798,842,1640,6,0,2,520,Y,45,Normal,173000
254,Pave,Gtl,NAmes,SLvl,6,7,1964,Ex,1302,0,1302,7,0,1,309,Y,0,Normal,158000
255,Pave,Gtl,NAmes,1Story,5,6,1957,TA,1314,0,1314,5,0,1,294,Y,0,Normal,145000
256,Pave,Gtl,Gilbert,2Story,7,5,1999,Ex,1005,1286,2291,8,1,2,429,Y,0,Normal,230000
257,Pave,Gtl,Somerst,2Story,6,5,2003,Ex,864,864,1728,7,0,2,673,Y,56,Normal,207500
258,Pave,Gtl,CollgCr,1Story,7,5,2006,Ex,1604,0,1604,8,1,2,660,Y,110,Abnorml,220000
259,Pave,Gtl,CollgCr,2Story,7,5,2001,Ex,963,829,1792,7,1,2,564,Y,96,Normal,231500
260,Pave,Gtl,OldTown,1Story,5,5,1956,Gd,882,0,882,4,0,1,308,Y,45,Normal,97000
261,Pave,Gtl,NAmes,SLvl,6,5,1962,TA,1382,0,1382,6,1,2,884,Y,0,Normal,176000
262,Pave,Gtl,CollgCr,2Story,8,5,2007,Ex,1482,1092,2574,10,1,3,868,Y,148,Partial,276000
263,Pave,Gtl,Sawyer,SLvl,6,7,1977,TA,1212,0,1212,6,1,2,492,Y,12,Normal,151000
264,Pave,Gtl,OldTown,1.5Fin,5,7,1929,TA,926,0,1316,6,0,2,484,Y,0,Normal,130000
265,Pave,Gtl,OldTown,1Story,5,5,1925,Gd,764,0,764,4,0,2,504,N,0,Normal,73000
266,Pave,Gtl,NWAmes,1Story,6,6,1981,TA,1422,0,1422,7,1,2,576,Y,0,Normal,175500
267,Pave,Gtl,Gilbert,2Story,6,5,1997,Gd,802,709,1511,8,1,2,413,Y,75,Normal,185000
268,Pave,Mod,SWISU,2.5Fin,5,8,1939,Ex,1052,720,2192,8,1,1,240,Y,24,Normal,179500
269,Pave,Gtl,IDOTRR,1Story,5,6,1940,Ex,778,0,778,4,1,1,924,Y,25,Normal,120500
270,Pave,Gtl,Edwards,1Story,6,7,1976,TA,1113,0,1113,6,1,1,504,Y,30,Normal,148000
271,Pave,Gtl,Somerst,2Story,8,5,2006,Gd,1095,844,1939,8,1,3,1053,Y,51,Partial,266000
272,Pave,Sev,ClearCr,1Story,7,7,1954,Ex,1363,0,1363,5,2,2,439,Y,0,Normal,241500
273,Pave,Gtl,NoRidge,2Story,8,7,1999,Ex,1164,1106,2270,9,1,3,671,Y,57,Normal,290000
274,Pave,Gtl,NAmes,1Story,6,6,1958,Gd,1632,0,1632,6,1,1,338,Y,0,Normal,139000
275,Pave,Gtl,Mitchel,1Story,5,7,1982,TA,816,0,816,5,0,1,264,Y,0,Normal,124500
276,Pave,Gtl,BrkSide,1.5Fin,7,7,1925,Gd,952,596,1548,5,0,2,672,Y,0,Normal,205000
277,Pave,Gtl,Mitchel,1Story,7,5,2003,Ex,1560,0,1560,7,0,2,573,Y,150,Normal,201000
278,Pave,Gtl,Gilbert,1Story,4,5,1951,Ex,864,0,864,4,0,2,400,Y,0,Normal,141000
279,Pave,Gtl,NridgHt,1Story,9,5,2006,Ex,2121,0,2121,8,1,3,732,Y,98,Partial,415298
280,Pave,Gtl,ClearCr,2Story,7,5,1977,Ex,1156,866,2022,8,1,2,505,Y,117,Normal,192000
281,Pave,Gtl,SawyerW,2Story,7,6,1989,Gd,1175,807,1982,7,1,2,575,Y,84,Normal,228500
282,Pave,Gtl,Somerst,1Story,6,5,2006,Gd,1262,0,1262,5,0,2,572,Y,120,Partial,185000
283,Pave,Gtl,NridgHt,1Story,7,5,2007,Ex,1314,0,1314,6,1,2,626,Y,62,Normal,207500
284,Pave,Gtl,Somerst,1Story,8,5,2008,Ex,1468,0,1468,6,1,3,898,Y,150,Partial,244600
285,Pave,Gtl,SawyerW,1Story,6,5,1992,Gd,1575,0,1575,5,0,2,529,Y,0,Normal,179200
286,Pave,Gtl,Somerst,2Story,7,5,2006,Ex,625,625,1250,5,0,2,528,Y,54,Partial,164700
287,Pave,Gtl,NAmes,1.5Fin,6,7,1962,TA,1085,649,1734,7,1,2,440,Y,0,Normal,159000
288,Pave,Gtl,NAmes,1Story,4,4,1971,TA,858,0,858,5,0,0,0,Y,0,Normal,88000
289,Pave,Gtl,Sawyer,1Story,5,5,1967,TA,900,0,900,5,0,1,280,Y,0,Normal,122000
290,Pave,Gtl,BrkSide,2Story,6,7,1915,Ex,698,698,1396,7,0,1,384,Y,0,Normal,153575
291,Pave,Gtl,CollgCr,2Story,8,5,2006,Ex,1079,840,1919,8,1,2,685,Y,51,Partial,233230
292,Pave,Gtl,SWISU,2Story,5,6,1912,Ex,936,780,1716,9,0,0,0,N,184,Normal,135900
293,Pave,Gtl,Edwards,1.5Fin,5,4,1949,Gd,1148,568,1716,8,1,1,281,Y,0,Normal,131000
294,Pave,Gtl,NWAmes,2Story,7,7,1977,Fa,1468,795,2263,9,1,2,539,Y,250,Normal,235000
295,Pave,Gtl,NAmes,1Story,6,5,1953,TA,1644,0,1644,7,2,2,418,Y,0,Normal,167000
296,Pave,Gtl,Mitchel,SLvl,6,6,1984,TA,1003,0,1003,6,0,2,588,Y,0,Normal,142500
297,Pave,Gtl,IDOTRR,1.5Fin,5,5,1950,TA,910,648,1558,6,0,1,282,Y,0,Normal,152000
298,Pave,Gtl,Somerst,2Story,7,5,1997,Ex,975,975,1950,7,1,2,576,Y,10,Normal,239000
299,Pave,Gtl,NWAmes,2Story,6,6,1968,Gd,1041,702,1743,7,1,2,539,Y,0,Normal,175000
300,Pave,Gtl,Crawfor,1Story,6,8,1950,Ex,1152,0,1152,6,1,1,300,Y,36,Family,158500
301,Pave,Gtl,Crawfor,1Story,5,5,1953,TA,1336,0,1336,5,2,1,375,Y,0,Normal,157000
302,Pave,Gtl,CollgCr,2Story,8,5,1998,Ex,1210,1242,2452,9,1,2,683,Y,50,Normal,267000
303,Pave,Gtl,CollgCr,1Story,7,5,2001,Ex,1541,0,1541,6,1,3,843,Y,81,Normal,205000
304,Pave,Gtl,CollgCr,1Story,5,7,1972,TA,894,0,894,5,0,2,552,Y,0,Abnorml,149900
305,Pave,Gtl,OldTown,2.5Fin,7,9,1880,Ex,1675,1818,3493,10,1,3,870,Y,0,Normal,295000
306,Pave,Gtl,CollgCr,1Story,8,5,2004,Ex,2000,0,2000,8,0,3,888,Y,0,Normal,305900
307,Pave,Gtl,SawyerW,2Story,7,5,1990,Gd,1122,1121,2243,8,1,3,746,Y,44,Normal,225000
308,Pave,Gtl,IDOTRR,1.5Fin,6,7,1920,TA,1035,371,1406,6,0,0,0,N,144,Normal,89500
309,Pave,Gtl,Edwards,1Story,4,5,1940,Ex,861,0,861,4,0,2,539,Y,0,Normal,82500
310,Pave,Gtl,NridgHt,1Story,9,5,2003,Ex,1944,0,1944,8,3,3,708,Y,175,Normal,360000
311,Pave,Gtl,Gilbert,2Story,6,5,1993,Gd,697,804,1501,6,1,2,420,Y,63,Normal,165600
312,Pave,Gtl,NAmes,1Story,6,6,1948,Ex,972,0,972,5,1,1,240,Y,0,Normal,132000
313,Pave,Gtl,OldTown,1.5Fin,5,7,1939,TA,793,325,1118,5,1,2,410,Y,0,Normal,119900
314,Pave,Sev,Timber,1Story,7,5,1965,TA,2036,0,2036,8,2,2,513,Y,0,Normal,375000
315,Pave,Gtl,OldTown,2Story,7,7,1925,Ex,832,809,1641,6,1,2,546,Y,0,Normal,178000
316,Pave,Gtl,Gilbert,2Story,7,5,2004,Ex,716,716,1432,6,1,2,432,Y,51,Normal,188500
317,Pave,Gtl,NWAmes,2Story,7,7,1980,TA,1153,1200,2353,10,1,2,484,Y,195,Normal,260000
318,Pave,Gtl,Somerst,2Story,8,5,2006,Ex,1088,871,1959,8,1,3,1025,Y,46,Normal,270000
319,Pave,Mod,NoRidge,2Story,7,5,1993,Ex,1372,1274,2646,9,1,3,656,Y,60,Normal,260000
320,Pave,Gtl,NWAmes,SLvl,7,5,1980,TA,1472,0,1472,6,2,2,588,Y,48,Normal,187500
321,Pave,Gtl,NridgHt,2Story,9,5,2006,Ex,1249,1347,2596,9,0,3,840,Y,154,Partial,342643
322,Pave,Gtl,NridgHt,2Story,8,5,2004,Ex,1136,1332,2468,10,1,3,872,Y,154,Normal,354000
323,Pave,Gtl,SawyerW,2Story,7,5,1986,Ex,1553,1177,2730,8,1,2,576,Y,96,Normal,301000
324,Pave,Gtl,OldTown,1Story,3,8,1955,Ex,1163,0,1163,6,0,1,220,Y,98,Normal,126175
325,Pave,Gtl,NAmes,SLvl,7,7,1967,Ex,1898,1080,2978,11,1,2,564,Y,0,Normal,242000
326,Pave,Gtl,IDOTRR,1.5Unf,5,6,1941,Po,803,0,803,5,0,2,360,Y,0,Normal,87000
327,Pave,Gtl,Veenker,1Story,8,5,1993,Ex,1719,0,1719,6,2,2,473,Y,30,Normal,324000
328,Pave,Gtl,NAmes,1Story,6,5,1960,TA,1383,0,1383,7,0,1,292,Y,45,Normal,145250
329,Pave,Gtl,BrkSide,2.5Unf,6,6,1916,Gd,1445,689,2134,10,0,2,441,Y,60,Normal,214500
330,Pave,Gtl,IDOTRR,2Story,5,5,1920,TA,596,596,1192,6,0,1,189,N,0,Normal,78000
331,Pave,Gtl,NAmes,1Story,5,4,1964,TA,1728,0,1728,10,0,1,352,Y,0,Normal,119000
332,Pave,Gtl,NAmes,1Story,5,6,1958,Fa,1056,0,1056,6,0,1,308,Y,0,Normal,139000
333,Pave,Gtl,NridgHt,1Story,8,5,2003,Ex,1629,0,1629,7,1,3,880,Y,0,Normal,284000
334,Pave,Gtl,NridgHt,1Story,7,5,2004,Ex,1358,0,1358,6,1,2,484,Y,30,Normal,207000
335,Pave,Gtl,Gilbert,2Story,6,5,1998,Gd,943,695,1638,7,2,2,472,Y,38,Normal,192000
336,Grvl,Sev,Timber,1.5Fin,5,6,1965,Ex,1619,167,1786,7,2,2,529,Y,0,Normal,228950
337,Pave,Gtl,StoneBr,1Story,9,5,2005,Ex,1922,0,1922,8,1,3,676,Y,51,Normal,377426
338,Pave,Gtl,CollgCr,1Story,7,5,2002,Ex,1536,0,1536,7,0,2,532,Y,74,Normal,214000
339,Pave,Gtl,NWAmes,1Story,7,7,1984,Ex,1621,0,1621,8,0,2,440,Y,45,Normal,202500
340,Pave,Gtl,NAmes,1Story,6,7,1958,TA,1215,0,1215,6,0,1,297,Y,0,Normal,155000
341,Pave,Gtl,Timber,2Story,8,5,2002,Ex,993,915,1908,9,0,2,431,Y,0,Normal,202900
342,Pave,Gtl,SawyerW,1Story,4,4,1950,Gd,841,0,841,4,0,1,294,N,0,Normal,82000
343,Pave,Gtl,NAmes,1Story,3,4,1949,Fa,1040,0,1040,6,0,2,400,Y,0,Normal,87500
344,Pave,Gtl,NridgHt,1Story,9,5,2005,Ex,1684,0,1684,6,1,2,564,Y,72,Normal,266000
345,Pave,Gtl,MeadowV,2Story,5,3,1976,TA,536,576,1112,4,0,1,336,Y,0,Normal,85000
346,Pave,Gtl,BrkSide,1.5Fin,6,5,1939,Gd,972,605,1577,6,1,1,312,Y,0,Normal,140200
347,Pave,Gtl,NAmes,1Story,6,8,1960,TA,958,0,958,5,0,1,301,Y,0,Normal,151500
348,Pave,Gtl,NAmes,1Story,6,5,1960,Ex,1478,0,1478,6,2,2,498,Y,40,Normal,157500
349,Pave,Gtl,NridgHt,2Story,7,5,2003,Ex,764,862,1626,6,0,2,474,Y,27,Normal,154000
350,Pave,Gtl,NridgHt,2Story,9,5,2005,Ex,1848,880,2728,10,2,3,706,Y,0,Partial,437154
351,Pave,Gtl,NridgHt,1Story,9,5,2007,Ex,1869,0,1869,6,1,2,617,Y,54,Partial,318061
352,Pave,Mod,ClearCr,1Story,7,5,1986,Gd,1453,0,1453,6,1,2,445,Y,80,Abnorml,190000
353,Pave,Gtl,Edwards,1.5Fin,5,6,1941,TA,616,495,1111,5,0,1,200,Y,0,Normal,95000
354,Pave,Gtl,OldTown,1Story,6,8,1928,Gd,720,0,720,5,0,2,484,Y,0,Normal,105900
355,Pave,Gtl,SWISU,1.5Fin,6,5,1940,Ex,1192,403,1595,6,2,1,240,Y,0,Normal,140000
356,Pave,Gtl,CollgCr,1Story,6,5,1995,Ex,1200,0,1200,6,0,2,521,Y,26,Normal,177500
357,Pave,Gtl,Gilbert,1Story,6,6,1992,Gd,1167,0,1167,6,0,2,400,Y,26,Normal,173000
358,Pave,Gtl,MeadowV,1Story,5,5,1976,TA,1142,0,1142,6,1,2,528,Y,90,Normal,134000
359,Pave,Gtl,ClearCr,SLvl,5,4,1958,Ex,1352,0,1352,6,0,1,288,Y,0,Abnorml,130000
360,Pave,Gtl,NoRidge,2Story,8,5,1998,Ex,1086,838,1924,7,1,2,592,Y,75,Normal,280000
361,Pave,Gtl,Mitchel,SFoyer,6,6,1978,Ex,912,0,912,5,1,2,470,Y,0,Normal,156000
362,Pave,Gtl,BrkSide,1.5Fin,5,5,1940,Gd,988,517,1505,8,0,1,240,N,0,Normal,145000
363,Pave,Gtl,Edwards,SFoyer,7,5,2003,Ex,495,1427,1922,7,1,2,672,Y,0,Normal,198500
364,Pave,Gtl,BrDale,2Story,6,8,1972,Gd,483,504,987,5,0,1,264,Y,0,Normal,118000
365,Pave,Gtl,NWAmes,2Story,6,5,1976,TA,790,784,1574,6,1,2,566,Y,111,Normal,190000
366,Pave,Gtl,IDOTRR,2Story,5,7,1920,Gd,672,672,1344,6,0,1,468,Y,128,Normal,147000
367,Pave,Gtl,NAmes,1Story,6,5,1963,Gd,1394,0,1394,6,2,2,514,Y,76,Normal,159000
368,Pave,Gtl,NAmes,SLvl,6,5,1962,Gd,1431,0,1431,6,1,1,296,Y,110,Normal,165000
369,Pave,Gtl,NAmes,1Story,5,6,1954,Gd,1268,0,1268,7,1,1,244,Y,98,Normal,132000
370,Pave,Gtl,NAmes,1Story,5,7,1959,Ex,1287,0,1287,7,1,2,576,Y,17,Normal,162000
371,Pave,Gtl,Gilbert,2Story,6,5,2000,Ex,953,711,1664,7,1,2,460,Y,40,Normal,172400
372,Pave,Gtl,ClearCr,1.5Fin,4,4,1959,TA,1120,468,1588,7,1,2,680,N,59,Normal,134432
373,Pave,Gtl,SawyerW,1Story,6,5,1984,TA,752,0,752,4,0,1,264,Y,0,Normal,125000
374,Pave,Gtl,NAmes,1Story,5,6,1953,TA,1319,0,1319,5,0,1,270,Y,0,Normal,123000
375,Pave,Gtl,CollgCr,2Story,7,5,2003,Ex,847,1081,1928,8,1,2,434,Y,48,Normal,219500
376,Pave,Sev,Edwards,1Story,1,1,1922,Gd,904,0,904,4,0,0,0,Y,0,Normal,61000
377,Pave,Gtl,CollgCr,SFoyer,5,5,1996,Ex,914,0,914,5,0,2,576,Y,0,Normal,148000
378,Pave,Gtl,Somerst,2Story,8,5,2004,Ex,1580,886,2466,8,1,2,610,Y,214,Normal,340000
379,Pave,Gtl,StoneBr,1Story,9,2,2010,Ex,1856,0,1856,8,1,3,834,Y,0,Partial,394432
380,Pave,Gtl,Gilbert,2Story,6,5,2000,Ex,1007,793,1800,7,1,2,463,Y,63,Normal,179000
381,Pave,Gtl,SWISU,1.5Fin,5,6,1924,TA,1026,665,1691,6,1,1,308,Y,0,Normal,127000
382,Pave,Gtl,Somerst,1Story,7,5,2006,Ex,1301,0,1301,5,1,2,572,Y,121,Partial,187750
383,Pave,Gtl,CollgCr,2Story,7,5,2006,Ex,939,858,1797,8,0,2,639,Y,53,Normal,213500
384,Pave,Gtl,SawyerW,1.5Unf,6,3,1928,TA,784,0,784,5,0,2,360,N,0,Normal,76000
385,Pave,Mod,ClearCr,2Story,6,5,1992,Ex,1079,874,1953,9,2,2,501,Y,231,Normal,240000
386,Pave,Gtl,Blmngtn,1Story,8,5,2004,Ex,1269,0,1269,6,1,2,430,Y,20,Normal,192000
387,Pave,Gtl,Edwards,1.5Fin,5,3,1910,TA,658,526,1184,8,0,0,0,N,151,AdjLand,81000
388,Pave,Gtl,Edwards,SLvl,6,6,1976,Ex,1125,0,1125,6,1,1,352,Y,0,Abnorml,125000
389,Pave,Gtl,CollgCr,1Story,7,5,1999,Ex,1479,0,1479,6,0,2,577,Y,25,Normal,191000
390,Pave,Gtl,NridgHt,2Story,10,5,2007,Ex,1742,590,2332,9,1,3,846,Y,134,Partial,426000
391,Pave,Gtl,Edwards,1.5Fin,5,8,1900,Ex,961,406,1367,7,0,1,384,Y,130,Normal,119000
392,Pave,Gtl,Mitchel,2Story,6,5,2001,Ex,804,1157,1961,7,1,2,560,Y,192,Normal,215000
393,Pave,Gtl,NAmes,1Story,5,7,1959,TA,882,0,882,5,0,1,294,Y,0,Normal,106500
394,Pave,Gtl,BrkSide,1Story,4,5,1941,TA,788,0,788,4,2,0,0,Y,0,Abnorml,100000
395,Pave,Gtl,OldTown,1.5Fin,5,6,1940,Gd,735,299,1034,5,0,1,240,Y,39,Normal,109000
396,Pave,Gtl,Edwards,1Story,5,6,1956,TA,1144,0,1144,6,0,1,596,Y,0,Normal,129000
397,Pave,Gtl,CollgCr,1Story,5,5,1972,TA,894,0,894,6,0,2,600,Y,0,Normal,123000
398,Pave,Gtl,NAmes,2Story,5,5,1962,TA,876,936,1812,8,1,1,264,Y,168,Normal,169500
399,Pave,Gtl,IDOTRR,1Story,5,2,1920,Gd,1077,0,1077,6,0,1,338,N,0,Abnorml,67000
400,Pave,Gtl,Somerst,2Story,7,5,2006,Ex,1112,438,1550,7,0,2,438,Y,168,Normal,241000
401,Pave,Gtl,Veenker,1Story,8,5,1996,Ex,1288,0,1288,4,2,2,500,Y,30,Normal,245500
402,Pave,Gtl,CollgCr,1Story,7,5,2005,Ex,1310,0,1310,6,1,2,400,Y,0,Partial,164990
403,Pave,Gtl,Sawyer,1Story,5,8,1940,Ex,672,0,672,4,0,1,240,N,0,Normal,108000
404,Pave,Gtl,NoRidge,2Story,8,5,1998,Gd,1165,1098,2263,10,1,2,420,Y,123,Abnorml,258000
405,Pave,Gtl,Gilbert,2Story,6,5,1995,Gd,806,766,1572,7,1,2,373,Y,40,Normal,168000
406,Pave,Gtl,Sawyer,1Story,4,4,1976,Ex,1620,0,1620,8,1,2,490,Y,78,Normal,150000
407,Pave,Gtl,SWISU,1.5Fin,6,5,1936,Ex,1166,0,1639,6,0,1,240,Y,0,Normal,115000
408,Pave,Gtl,Crawfor,2Story,6,7,1915,Ex,840,840,1680,8,0,1,308,Y,0,Normal,177000
409,Pave,Gtl,NridgHt,2Story,7,5,2006,Ex,1071,1101,2172,9,1,3,947,Y,62,Partial,280000
410,Pave,Gtl,Somerst,2Story,8,5,2007,Ex,1050,1028,2078,8,1,3,836,Y,102,Partial,339750
411,Pave,Gtl,Edwards,1Story,5,3,1958,TA,1276,0,1276,5,0,1,350,Y,0,Abnorml,60000
412,Pave,Gtl,Gilbert,1Story,5,5,1955,TA,1056,0,1056,5,0,2,572,Y,0,Normal,145000
413,Pave,Gtl,Somerst,1Story,7,5,2009,Ex,1478,0,1478,7,1,2,484,Y,144,Partial,222000
414,Pave,Gtl,OldTown,1Story,5,6,1927,Gd,1028,0,1028,5,1,2,360,Y,0,Normal,115000
415,Pave,Gtl,SawyerW,2Story,7,5,1993,Ex,1080,1017,2097,9,1,3,678,Y,187,Normal,228000
416,Pave,Gtl,Gilbert,1Story,7,5,2007,Ex,1340,0,1340,6,0,2,396,Y,30,Partial,181134
417,Pave,Gtl,Sawyer,2Story,6,7,1978,TA,672,728,1400,6,1,2,440,Y,0,Normal,149500
418,Pave,Gtl,Crawfor,2Story,6,6,1918,TA,1370,1254,2624,10,1,3,864,N,0,Normal,239000
419,Pave,Gtl,Edwards,1.5Fin,5,6,1940,Fa,756,378,1134,7,0,1,240,P,0,AdjLand,126000
420,Pave,Gtl,NAmes,1Story,5,6,1968,Ex,1056,0,1056,6,1,1,304,Y,85,Normal,142000
421,Pave,Gtl,Mitchel,SFoyer,7,5,1997,Ex,1344,0,1344,8,0,4,784,Y,0,Alloca,206300
422,Pave,Gtl,NWAmes,1Story,6,7,1977,Gd,1602,0,1602,8,1,2,529,Y,0,Normal,215000
423,Pave,Mod,Mitchel,1Story,5,5,1954,Ex,988,0,988,4,0,2,520,N,0,Normal,113000
424,Pave,Gtl,NoRidge,2Story,8,5,1998,Gd,1470,1160,2630,8,1,3,696,Y,66,Normal,315000
425,Pave,Gtl,NAmes,1Story,6,5,1956,Gd,1196,0,1196,6,1,1,297,Y,44,Normal,139000
426,Pave,Gtl,OldTown,2Story,7,8,1946,Gd,707,682,1389,6,2,1,240,P,0,Normal,135000
427,Pave,Mod,SawyerW,SLvl,7,5,1989,Gd,1644,0,1644,5,1,2,569,Y,0,Normal,275000
428,Pave,Gtl,NAmes,1Story,4,6,1957,Ex,907,0,907,5,0,1,352,Y,0,Normal,109008
429,Pave,Gtl,CollgCr,1Story,7,5,2007,Ex,1208,0,1208,6,0,2,628,Y,54,Partial,195400
430,Pave,Gtl,Timber,1Story,6,5,1988,TA,1412,0,1412,6,1,2,576,Y,0,Normal,175000
431,Pave,Gtl,BrDale,2Story,6,5,1971,TA,483,504,987,4,0,1,264,Y,0,Abnorml,85400
432,Pave,Gtl,OldTown,1.5Fin,6,7,1920,Gd,1088,110,1198,7,0,0,0,N,98,Abnorml,79900
433,Pave,Gtl,BrDale,2Story,5,5,1971,Ex,765,600,1365,6,0,2,440,Y,36,Normal,122500
434,Pave,Gtl,Gilbert,2Story,6,5,1997,Ex,926,678,1604,7,1,2,470,Y,36,Normal,181000
435,Pave,Gtl,MeadowV,SFoyer,4,7,1972,Gd,630,0,630,3,0,0,0,Y,0,Normal,81000
436,Pave,Gtl,CollgCr,2Story,7,6,1996,Ex,827,834,1661,6,1,2,550,Y,61,Normal,212000
437,Pave,Gtl,OldTown,1.5Fin,6,8,1920,TA,734,384,1118,6,0,2,440,Y,0,Normal,116000
438,Pave,Gtl,BrkSide,1.5Unf,6,7,1926,Gd,904,0,904,4,0,1,180,Y,0,Normal,119000
439,Pave,Gtl,Crawfor,1Story,5,6,1913,TA,694,0,694,4,1,1,352,P,0,Normal,90350
440,Pave,Gtl,Edwards,1.5Fin,6,8,1920,Gd,684,512,1196,7,0,2,528,Y,46,Normal,110000
441,Pave,Gtl,NridgHt,1Story,10,5,2008,Ex,2402,0,2402,10,2,3,672,Y,72,Normal,555000
442,Pave,Gtl,Edwards,1Story,4,4,1955,TA,1440,0,1440,8,0,0,0,Y,0,Normal,118000
443,Pave,Gtl,BrkSide,1.5Fin,5,7,1930,TA,1128,445,1573,8,1,2,360,P,0,Normal,162900
444,Pave,Gtl,Blmngtn,1Story,7,5,2006,Ex,1258,0,1258,6,1,3,648,Y,16,Partial,172500
445,Pave,Gtl,CollgCr,2Story,7,5,1994,Ex,933,975,1908,8,1,2,493,Y,133,Normal,210000
446,Pave,Gtl,Edwards,1Story,6,5,1956,Fa,1689,0,1689,7,1,2,480,Y,0,Normal,127500
447,Pave,Gtl,NAmes,1Story,6,6,1966,Ex,1888,0,1888,6,1,2,578,Y,0,Normal,190000
448,Pave,Gtl,Gilbert,2Story,7,5,1998,Gd,956,930,1886,10,1,2,431,Y,0,Normal,199900
449,Pave,Gtl,IDOTRR,1.5Fin,6,6,1937,TA,780,596,1376,7,1,1,198,N,0,Normal,119500
450,Pave,Gtl,OldTown,1.5Fin,3,7,1948,Ex,679,504,1183,6,0,1,308,Y,176,Normal,120000
451,Pave,Gtl,OldTown,1Story,6,8,1930,Ex,813,0,813,5,0,1,270,N,113,Normal,110000
452,Pave,Mod,ClearCr,1Story,7,5,1975,TA,1533,0,1533,5,2,2,576,Y,54,Normal,280000
453,Pave,Gtl,Timber,2Story,6,5,1996,Ex,888,868,1756,7,0,2,422,Y,122,Normal,204000
454,Pave,Gtl,Somerst,2Story,8,5,2008,Ex,786,804,1590,6,0,2,676,Y,30,Normal,210000
455,Pave,Gtl,Mitchel,1Story,5,5,1976,TA,1728,0,1728,8,0,2,560,Y,0,Family,188000
456,Pave,Gtl,NWAmes,1Story,7,6,1973,Fa,1242,0,1242,6,1,2,528,Y,0,Normal,175500
457,Pave,Gtl,OldTown,2Story,5,5,1916,Fa,624,720,1344,7,0,3,513,Y,0,Abnorml,98000
458,Pave,Mod,ClearCr,1Story,4,6,1954,Ex,1663,0,1663,6,2,2,529,Y,137,Normal,256000
459,Pave,Gtl,OldTown,2Story,8,7,1925,Fa,833,833,1666,7,1,1,228,Y,63,Normal,161000
460,Pave,Gtl,BrkSide,1.5Fin,5,4,1950,TA,979,224,1203,5,1,1,352,Y,0,Normal,110000
461,Pave,Gtl,Somerst,2Story,8,5,2009,Ex,832,1103,1935,8,0,2,552,Y,150,Partial,263435
462,Pave,Gtl,SWISU,2Story,7,9,1936,Ex,575,560,1135,6,0,2,576,Y,0,Normal,155000
463,Pave,Gtl,Sawyer,1Story,5,5,1965,Gd,864,0,864,5,1,1,360,Y,0,Normal,62383
464,Pave,Mod,Crawfor,2Story,6,7,1934,Fa,849,811,1660,6,1,1,240,Y,0,Normal,188700
